Tanggal,Komentar,SE
2021-08-03 13:15:14,Anak saya mau balik ke Jakarta apakah mereka harus menunjukkan surat vaksin karena waktu berangkat ke Surabaya belum ada PPKM dan vaksin gratis anak umur 18 dan 12 tahun. sebelum dan sesudahnya trm ksh,SE Kemenhub-58-2021
2021-08-03 13:49:11,Anak umur 5 THN bisa ngga min??,SE Kemenhub-58-2021
2021-08-03 22:45:06,Min untuk ke semarang poncol ga harus bawa kartu vaksin? KAI121,SE Kemenhub-58-2021
2021-08-04 0:32:58,Selamat pagi min. Saya akan ke jakarta dari surabaya untuk tujuan berobat. Dokumen apa yg harus saya sertakan selain surat negatif covid dan surat vaksin?,SE Kemenhub-58-2021
2021-08-04 2:19:32,"Untuk persyaratan Nanik kereta jurusan pasar senen syarat apa aja min ,cuma ada surat vaksin dosis pertama aja boleh gak?",SE Kemenhub-58-2021
2021-08-04 5:48:57,Min kita baru sembuh dri covid ..dan peraturan vaksin 3 bulan.. bolehkah naik kereta jarak jauh tanpa kartu vaksin...???,SE Kemenhub-58-2021
2021-08-04 14:22:47,"Min, mau tanya kl anak dibawah 12 th dibatasi artinya msh boleh bepergian dengan kereta y? apakah wajib RT-antigen?",SE Kemenhub-58-2021
2021-08-06 8:33:20,Min kalo naik ka kaligung tegal semarang persyaratannya apa aja apa hrs ada surat rapid/ pcr jga?,SE Kemenhub-58-2021
2021-08-06 12:15:10,Kalau ga ada surat vaksin gimana .,SE Kemenhub-58-2021
2021-08-07 0:35:40,Belum vaksin boleh,SE Kemenhub-58-2021
2021-08-07 2:44:59,Mohon info untuk anak usia 8 thn apa boleh perjalanan KA luar kotaPersyaratanNya apa ya? Terimakasih,SE Kemenhub-58-2021
2021-08-12 3:44:45,Maaf mau tanya kenapa harus pake surat vaksin..  Kan setiap orang punya hak untuk g mau vaksin solusinya apa,SE Kemenhub-58-2021
2021-08-19 13:40:42,"min mau tanya kalau naik kereta dari jakarta kota ke arah bogor , pakai surat tugas  sama kartu vaksin ,apakah bisa ya?",SE Kemenhub-58-2021
2021-07-19 12:46:27,Brp harga tes antigen,SE Kemenhub-54-2021
2021-07-19 22:39:46,Ini harus pake rapid apa nih min?,SE Kemenhub-54-2021
2021-07-20 3:46:45,Maaf sebelumnya tanya kalau bawa anak2 usia 8 th dan 4 th boleh tidak,SE Kemenhub-54-2021
2021-07-20 10:04:12,"Besok untuk umum bisa gak naik kereta lokal tanpa surat vaksin,, soalnya sy besok mau vaksin ke soreang, di rancaekek vaksin lagi kosong",SE Kemenhub-54-2021
2021-07-20 14:11:43,Maaf min kalo dr kroya-bandung  apa sudah gak bisa genose?,SE Kemenhub-54-2021
2021-07-21 4:05:06,Syarat Perjalanan menunjukkan vaksinansi apa perlu swab antigen lagi?,SE Kemenhub-54-2021
2021-07-10 5:52:55,"Halo min  saya KTP dan domisili di Jakarta, awal Juni kmrn saya ke Yogya untuk urusan organisasi. Saya ingin kembali ke Jakarta dan melakukan vaksin di Jakarta karena belum ada rencana untuk kembali ke Yogya dalam waktu dekat karena perkuliahan masih daring. Untuk persyaratan vaksin transport Kereta Api, saya belum punya, karena baru akan vaksin di Jakarta, saya menyertakan hasil tes antigen saja, mohon arahan dan solusinya, Tks",SE Kemenhub-50-2021
2021-07-10 7:53:09,"Min, untuk vaksin di stasiun kira2 harganya brp ya??",SE Kemenhub-50-2021
2021-07-11 6:07:39,Admin mau tanya untuk kereta api dari purwokerto ke banyuwangi apa msh ada? dan apakah harus melampirkan surat vaksin dan rapit tes?,SE Kemenhub-50-2021
2021-07-11 11:38:59,#tanyakai saya pria karyawan swasta senin minggu  depan akan ada tugas kerja di jakarta jika naik kereta bisnis argo lawu 1. saya sehat 2. saya belum vaksin 3. ktp solo yang ingin saya tanyakan *persyaratan surat surat apa saja yang harus disiapkan *jika ingin mengikuti vaksin di stasiun balapan bagaimana syarat dan caranya ?* jika berangkat naik keretanya malam hari  apakah vaksinnya buka ?* cara beli tiketnya bagaimana dan berapa harganya ? terimakasih,SE Kemenhub-50-2021
2021-07-11 23:16:45,Kalo pake surat jalan bisa nggak min?,SE Kemenhub-50-2021
2021-07-21 1:45:16,Min mau tanya untuk penumpang kereta api komuter surabaya - sidoarjo apakah harus membawa  syarat surat rapid atau yg lainnya??,SE Kemenhub-50-2021
2021-07-03 4:33:05,"Selamat pagi min, kebetulan saya tgl 10 juli ada perjalanan dari bandung ke surabaya, untuk syarat harus ada kartu vaksin saya sampai kapan pun tidak bisa di vaksin di karenakan saya punya alergi kulit yg parah, apa surat keterangan dari dokter spesialis berlaku untuk perjalanan pergi dan pulang?? Mohon di jawab min",SE Kemenhub-42-2021
2021-07-03 4:46:39,"Min.... klu sudah di vaksin dan ada bukti kartu vaksin, apa tetap harus tes antigen/anti body...",SE Kemenhub-42-2021
2021-07-03 5:23:41,"halo min, kalo kondisi hamil blm bisa vaksin apa bisa tetep naik kereta jarak jauh ya? mohon info min ?? terimakasih sebelumnya.",SE Kemenhub-42-2021
2021-07-03 5:54:46,Min mau tanya untuk pemberangkatan tanggal 03 dari Cikampek tujuan Cepu apakah sudah wajib menunjukkan vaksin min soalnya belum dapet jadwal vaksin min gimna dong?,SE Kemenhub-42-2021
2021-07-03 6:07:01,"Admin, kereta api lokal KRD Bojonegoro apakah masih jalan dan apakah harus tunjukkan kartu vaksin",SE Kemenhub-42-2021
2021-07-03 6:37:02,Syarat menunjukkan surat vaksin berlaku untuk kereta commuter Jabodetabek antar stasiun tidak min...??,SE Kemenhub-42-2021
2021-07-03 8:05:35,Apa guna vaksin… bila msh harus rapid...... serius nanya?,SE Kemenhub-42-2021
2021-07-03 8:19:28,saya baru pulang kerja di singapore 7 bulan blm vaksin sekarang lagi. karantina selesai karantina tgl 7juli dan dapat hasil pcr setelah itu.. rumah saya di jawa tengah klo harus vaksin nggak bisa pulang dong.. mohon saran rencana mau naik. kereta dari gambir tgl 7.. bisa vaksin disana gak makasih,SE Kemenhub-42-2021
2021-07-03 10:18:50,"Kak admin untuk pemberangkatan besok apakah masih cukup dengan Genose aja ,apa Dengan persyaratan baru....?",SE Kemenhub-42-2021
2021-07-03 10:52:05,"Jumlah penduduk indonesia yg sudah divaksin masih sangat kecil sekali presentasinya /blm merata, knp hal ini langsung diterapkan.. gmna klo penumpang yg lg mw melahirkan dikampung dan blm divaksin krna kemarin konsultasi sma dr kandungam blm diijinkan untuk ikut vaksin",SE Kemenhub-42-2021
2021-07-03 11:31:05,Min tegal solo brantas perlu surat vaksin gak ya,SE Kemenhub-42-2021
2021-07-03 13:45:44,Klo kerrta probowangi jember banguwangi apa  hrs test pcr jg min?,SE Kemenhub-42-2021
2021-07-03 15:34:21,"KAI121  min vaksin di Kouta tiap daerah, nah saya blm dapet kuota, di stasiun Bekasi ada fasilitas vaksin ga? Kl di stasiun Bekasi ga ada,  apakah tiket saya di refund 100% ? ",SE Kemenhub-42-2021
2021-07-03 16:58:28,Nanya min kalo untuk kereta api deket kaya pramek/ bandara yia pake rapid /pcr/ antigen. Soalnya mau ke jogja,SE Kemenhub-42-2021
2021-07-03 18:22:10,"Syarat wajib penumpang kereta : Tes pcr Atau Rapid antigen Syarat ini menurut saya wajib, ok, biar nyaman dan aman Tapi yg perlu di pertanyakan syarat vaksin. Apa vaksin itu sudah positif obat virus? Apa dengan vaksin g bakalan kena virus. Soal vaksin aja masih jadi polemik dan simpang siur. Banyak yang ga vaksin juga Sekarang vaksin di jadikan salah satu syarat untuk penumpang kai. berarti secara tidak langsung pemaksaan harus di vaksin.  kalo suatu saat ada apa apa soal vaksin, pemerintah tentunya kai harus tanggung jawab penuh dan jangan lepas tangan",SE Kemenhub-42-2021
2021-07-03 20:29:31,oke lah antigen vaksin?????,SE Kemenhub-42-2021
2021-07-03 22:17:45,"Min, gmna dengan ibu hamil? Karena ibu hamil kan belum boleh divaksin.",SE Kemenhub-42-2021
2021-07-03 23:18:37,distasiun kota baru malang ada gak vaksin?,SE Kemenhub-42-2021
2021-07-04 0:14:35,Min untuk genose st kiaracondong apakah masih beroperasi? Kalo tidak dimana tempat genose di bandung untuk perjalanan hari ini,SE Kemenhub-42-2021
2021-07-04 2:33:55,Selamat pagi min.. klo penyintas covid gmn y? Yg sudah negatif kan perlu nunggu beberapa bulan dlu untuk bisa di vaksin,SE Kemenhub-42-2021
2021-07-04 3:36:20,Klo ibu hamil dan tidak bersedia di vaksin apakah tetep bisa berangkat?,SE Kemenhub-42-2021
2021-07-04 4:22:37,Kalau belum vaksin gimana min.. apakah bisa naik atau tidak,SE Kemenhub-42-2021
2021-07-04 5:26:36,"Min jika Penumpang di bawah 18 th bagaimana, kan belum ada ketentuan untuk wajib vaksin ?? Apakah bisa berangkat ??",SE Kemenhub-42-2021
2021-07-05 14:26:38,malam pak utk vaksin di sta malang apa sdh ada saya mau bepergian ke solo tgl 10  krn vaksin salah satu syarat naik kai terimakasih,SE Kemenhub-42-2021
2021-07-08 1:58:54,Yang baru saja selesai isolasi mandiri apakah bisa melakukan perjalanan tanpa vaksin? Karena harus tunggu 3 bulan terlebih dahulu baru bisa vaksin,SE Kemenhub-42-2021
2021-07-10 20:37:09,Kalau masih menunggu jadwal vaksin dari PT apa bisa naik ka jarak jauh min?,SE Kemenhub-42-2021
2021-07-12 5:39:56,apa untuk anak usia 9 thn juga harus menyertakan surat Hasil Rapid??,SE Kemenhub-42-2021
2021-06-10 4:27:46,masih harus tes ya,SE Kemenhub-27-2021
2021-06-10 4:51:16,min disini gak ada rapit boleh gak pakai surat kesehatan,SE Kemenhub-27-2021
2021-06-10 4:58:57,Min usia 5 tahun ke atas harus genose ya,SE Kemenhub-27-2021
2021-06-10 6:59:27,Udah lama kak mimin sekitar 4 bulan… tanya min naik kereta selain rapit tes apa harus bawa surat lain.?,SE Kemenhub-27-2021
2021-06-10 8:06:04,Min.. utk stasiun cimahi apakah sudah ada layanan genose?,SE Kemenhub-27-2021
2021-06-10 11:05:08,"Min mau tanya, saya sebagai santri pondok pesantren dan dipondok saya sudah dilockdown, saya belum mudik kerumah, pertanyaannya: apakah saya tetap wajib mengikuti tes swab? Bolehkah saya membawa surat pernyataan dari pondok dan surat kesehatan saja tanpa di tes rapid ? (Antar kota) dari kota Tuban tujuan ke kota Lumajang",SE Kemenhub-27-2021
2021-06-10 12:03:07,Min jika menunjukan hasil test antigen berupa PDF tanpa di cetak bisa kah? untuk perjalanan?,SE Kemenhub-27-2021
2021-06-10 12:29:03,"Min kalau hasil genose nya positif bagaimana ,??Tes ulangkah atau pembatalan tiket ??",SE Kemenhub-27-2021
2021-06-10 13:49:24,Maaf mau tanya klw udah d vaksin apa masi harus rapid?,SE Kemenhub-27-2021
2021-06-11 0:04:02,Min klo udah bawa hasil test antigen apa masih di suruh test genose lagi di stasiun atau tidak?,SE Kemenhub-27-2021
2021-06-11 1:34:38,Min.. kalo kereta jarak dekat dr stasiun kroya-yogyakarta apakah perlu GeNose ?,SE Kemenhub-27-2021
2021-06-11 5:38:34,Utk genose apa wajib sudah punya tiket KA sebelumnya?,SE Kemenhub-27-2021
2021-06-11 11:28:06,Mau tanya seandainya cek genose tadi sore tapi kereta berangkat besok pagi apa bisa min...,SE Kemenhub-27-2021
2021-06-11 13:09:36,Mau tanya min... Untuk stasiun Haurgeulis Indramayu sudah ada tes Genose belum ya?,SE Kemenhub-27-2021
2021-06-11 19:07:54,Anak usia 3 tahun sudah wajib pakai masker atau tidak? Mohon dijawab. KAI121,SE Kemenhub-27-2021
2021-06-11 23:19:46,"Selamat pagi admin, mau tanya untuk ka kaligung jurusan semarang-tegal apa wajib bawa surat rapid test negatif/ tes genose c19?",SE Kemenhub-27-2021
2021-06-13 1:25:43,"KAI121 min saya udh tes ko anak saya keluar hasilnya saya ga keluar, misalnya saya mau berangkat belom keluar juga hasilnya gimana Sementara ini buka kesalahan saya ",SE Kemenhub-27-2021
2021-06-14 2:13:20,Bayi usia 2 bulan klo naik kereta pake identitas apa min?,SE Kemenhub-27-2021
2021-06-14 15:19:46,"Min dari stasiun kalistail ke stasiun malang kota lama, apa masih ada pemberlakuan tes genose?",SE Kemenhub-27-2021
2021-06-04 11:38:42,Kalau berubah status jarak jauh berarti  sekarang harus pakai genose ya min?,SE Kemenhub-27-2021
2021-06-04 11:44:33,"Karena jatim ga ada aglomerasi, saya berharap KAI terus menambah layanan genose di stasiun2 jatim terutama pasuruan/ bangil .. mau genose jauh ke probolinggo, rapid terus tiap minggu jg meragukan untuk kesehatan biayanya jg mahal ..",SE Kemenhub-27-2021
2021-06-04 12:18:28,stasiun blitar ada genose gak min? brp biayanya,SE Kemenhub-27-2021
2021-06-04 15:13:58,Min ko saya pesan genose lewat KAI accses ada keterangan kuota habis ?Itu gmn ya min ??Terus harus gmn kalau melakukan pengecekan genose ??,SE Kemenhub-27-2021
2021-06-04 15:33:38,"mau tanya ...  kenapa tes genose 20rb jadi 30rb?   kenapa tes pcr/ swab bisa digunakan 3x24 jam, sedangkan genose hanya 1x24 jam. apa jaminannya..yg namanya tes itu mengetahui saat waktu tes bukan jaminan berjangka dia sehat.. ya kalau mau genose juga 3x24 jam...   kenapa pindah jadwal, pesanan genose juga jadi hangus.. ?    apakah kru kreta juga di tes saat berangkat? kenapa hanya penumpang? ",SE Kemenhub-27-2021
2021-06-04 16:07:36,"Kak mau tanya, untuk perjalanan kereta api dari stasiun Ngawi ke Surabaya naik kereta api ekonomi apakah harus pakai tes? makasih",SE Kemenhub-27-2021
2021-06-07 2:08:31,Min berarti kalo naik Joglosemarkerto/kamandaka tidak wajib rapid /genose ya?,SE Kemenhub-27-2021
2021-05-04 14:48:11,Min KAI121 untuk kereta aglomerasi probowangi apa perlu tes pcr/ antigen/ genose??,SE Satgas-13-2021
2021-05-04 20:54:45,"Apakah kalo nunjukkin surat vaksin biar bisa dibarcode aja, bisa gak min?",SE Satgas-13-2021
2021-05-05 11:26:40,Min untuk kereta dhoho apa harus pakai tes rapid atau genose??,SE Satgas-13-2021
2021-05-05 15:45:06,"KAI121 mau tanya bagi calon penumpang yg sudah di vaksinasi Covid-19 apakah harus tes Rapid / tes swab antigen / tes GeNose ?Jika IYA, mohon pencerahannya !! Sepengetahuan saya vaksinasi Covid-19 iya itu virus yg dilemahkan untuk dimasukkan dalam tubuh kita,, maka jika kita sudah divaksin Covid-19 dalam tubuh kita sudah terdapat virus Covid-19. Jika peraturan PT.KAI bagi calon penumpang yg sudah di vaksinasi Covid-19 masih tetap tes Rapid / swab antigen / tes GeNose akan terindikasi Positif karena sudah ada virus Covid-19 yg dilemahkan. Mohon pencerahannya bagi calon penumpang yg sudah di vaksinasi Covid-19, biar bisa menikmati Tranportasi kereta api tanpa harus ragu karena harus ikut tes Rapid / tes swab antigen / tes GeNose kurang lebihnya saya mohon jika ada salah kata, Terimakasih ????",SE Satgas-13-2021
2021-05-05 15:52:42,Klo cuman hasil antigen saja gmn min bisa gak tanpa surat jalan,SE Satgas-13-2021
2021-05-07 4:27:23,Min klo stasiun cirebon perujakan tes genose nya mulai jam brp dan anak umur 5 thn perlu pk tes genose ga,SE Satgas-13-2021
2021-04-26 5:56:10,"di masa pra peniadaan mudik, naik kai probowangi wajib genose atau tes antigen gak?",SE Satgas-13-2021
2021-04-26 6:12:20,Kalau krl jogja solo wajib pake rapid test gak ya kak?,SE Satgas-13-2021
2021-04-26 6:23:24,Klo udah vaksin apa harus kita rapid lagi apa gk ??,SE Satgas-13-2021
2021-04-26 6:25:43,Untuk perjalanan KA Kaligung dari pemalang ke semarang harus pake surat rapid tes atau gak usah min?,SE Satgas-13-2021
2021-04-26 6:34:45,untuk area kebumen yg sdh ada GeNose di stasiun mana aja ya min?,SE Satgas-13-2021
2021-04-26 6:42:10,"Min , kl KA kaligung , kamandaka , perlu test tdk",SE Satgas-13-2021
2021-04-26 14:36:21,"selamat malam admin, mau tanya nih kemaren naik KA Tawang Alun relasi Malang - Probolinggo ternyata tidak memerlukan rapid test, tapi boleh ga sih min walau ga diwajibkan tapi saya ingin tes genose buat jaga jaga diri aja gitu",SE Satgas-13-2021
2021-04-26 22:53:03,Maaf min mau nanya.. Apakah di stasiun gombong udah tersedia tes genose.. dan berapa biayanya... ????,SE Satgas-13-2021
2021-04-27 1:32:14,min kalo mau naik kereta harus rapid antigen atau rapid biasa yg diambil darahnya ? atau bagaimana yaa mohon penjelasannya ??,SE Satgas-13-2021
2021-04-27 4:28:22,"Min, untui tes Genose sebaiknya dilakukan berapa jam sebelum keberangkatan untuk menghindari  Keterlambatan atau terburu2",SE Satgas-13-2021
2021-04-27 4:40:33,"Selamat siang min.. Mau tanya, kalau syarat perjalanan kereta dari stasiun Tanjungkarang-baturaja itu apa ya? Apa harus menggunakan swab antigen dan genose c19? Mohon info nya min??",SE Satgas-13-2021
2021-04-27 8:57:03,Kak untuk tiket semarang-tegal perlu rapid/ genose tidak ya ? KAI121,SE Satgas-13-2021
2021-04-29 12:23:34,"Min, klo mw naek kereta skrg pk genose aja apa rapid juga",SE Satgas-13-2021
2021-04-30 12:39:48,Min saya mau tanya naik dr gambir untuk tes genose minimum brp jam saya hrs dah ada di stasiun ?,SE Satgas-13-2021
2021-03-31 23:36:49,"Berarti lebih baik di tambahin lagi alat genose test nya di stasiun  keberangkatan min dan calon penumpang di wajibkan datang di stasiun maksimal 2 jam sebelum keberangkatan aja min,dan test genose hanya di peruntukkan untuk para calon penumpang tersebut. akan tetapi masih banyak opsi lain misal test rapid di klinik atau instansi lain yg melayani test bila mana waktu tidak memungkinkan. maaf hanya saran saja min",SE Kemenhub-27-2021
2021-03-31 23:36:52,saya berangkat malam hari ini. saya akan rapid antigen nanti pagi di RS. apakah perlu tes genose jg ?,SE Kemenhub-27-2021
2021-03-31 23:42:06,Stasiun Brebes/ Tegal Sdh ada Fasilitas Genose Min?,SE Kemenhub-27-2021
2021-03-31 23:58:18,"Masa berlaku selalu berubah-ubah, dulu pcr &antigen pernah 14 hari, skrg 3 hari. Dulu genose 3 hari skrg 1 hari. Mungkin setelah adanya vaksin, virusnya jadi plin plan",SE Kemenhub-27-2021
2021-04-01 0:03:54,Kalo sudah Vaksin,SE Kemenhub-27-2021
2021-04-01 0:07:25,"KAI121 min trus saya gimana genosenya kmrn siang kreta nya berangkat hari ini jam 10 malem, apa saya harus genose lgi",SE Kemenhub-27-2021
2021-04-01 0:17:10,"Min mau tanya, apakah orang yg sudah di vaksin masih tetap wajib pake rapid antigen atau genose?",SE Kemenhub-27-2021
2021-04-01 0:49:11,Min untuk perjalanan jarak jauh anak usia 2 tahun wajib antigen/ antigen /pcr kah ?,SE Kemenhub-27-2021
2021-04-01 0:58:50,"Kalo mau naik Gopar BD > GMR jam 6.00 terus pulang lagi naik Gopar GMR > BD jam 18.45, terus kita test GeNose nya H -1 sebelum berangkat, apa pulangnya harus test GeNose lagi ??",SE Kemenhub-27-2021
2021-04-01 1:26:13,"Admin, saya habis tes genose kmrn sore jam 15, utk keberangkatan hari ini tgl 1 april jam 22.30. Masa hrs genose lg min?",SE Kemenhub-27-2021
2021-04-01 1:29:13,Min masa berlaku tes genose itu pas naik ke kereta saja atau selama dlm perjalanan pun genose hrs masih  berlaku ?,SE Kemenhub-27-2021
2021-04-01 2:01:09,Min kalau rapid antigen itu nanti bakal di kembalikan lagi atau di tahan suratnya ??,SE Kemenhub-27-2021
2021-04-01 3:09:03,Stasiun klaten sudah ada tes Genose blm min?,SE Kemenhub-27-2021
2021-04-01 3:14:31,"Untuk kondisi libur keagamaan, hasil antigen juga 3x24 jam gk KAI121 ? ",SE Kemenhub-27-2021
2021-04-01 4:54:01,Untuk yg sudah vaksin 2 kali. Ada perubhan aturan juga belum KAI121,SE Kemenhub-27-2021
2021-04-01 5:46:32,Masa berlaku GeNose 19 brp hari min,SE Kemenhub-27-2021
2021-04-01 10:42:20,KAI121 apabila sudah vaksin apa masih perlu tes rapid atau genose?,SE Kemenhub-27-2021
2021-04-01 17:19:00,Kalau dr sby ke malang apa jga wajib genose atau rapid min,SE Kemenhub-27-2021
2021-04-01 23:39:20,Stasiun ketapang apa tersedia tes genose untuk kereta bwi- malang?,SE Kemenhub-27-2021
2021-04-02 17:26:50,"Min,,,, Per 1 april, berarti selanjutnya. Hari apa aja. Genose cuma berlaku 24 jam? Bukan hanya pada libur panjang?",SE Kemenhub-27-2021
2021-04-03 0:56:38,Utk anak d atas 5 th harus ikut tes GeNOSe,SE Kemenhub-27-2021
2021-04-03 5:14:32,KAI121 Siang min kalo saya hari ini rapid test antigen di klinik terdekat apakah tetap harus melakukan rapid test GeNose utk keberangkatan besok pukul 6.30 kereta bengawan,SE Kemenhub-27-2021
2021-04-03 6:33:02,Min test genose di kediri buka tiap hari kah?,SE Kemenhub-27-2021
2021-04-03 9:11:08,Intinya Rapit Antigen,SE Kemenhub-27-2021
2021-04-03 11:59:57,"selamat malam, apakah calon penumpang kereta kaligung dari pekalongan tujuan semarang harus tes covid19 ??",SE Kemenhub-27-2021
2021-04-03 15:12:33,Mau tanya untuk anak umur kurang 1 thn kls eksekutif sdh di kenai tarif blm ya? Terimakasih sebelumnya,SE Kemenhub-27-2021
2021-04-14 6:27:21,"Gimana nih ga bs pesen tiket genose hadeehhh,",SE Kemenhub-27-2021
2021-04-24 1:08:10,"Utk KA seperti kaligung , kamandaka , perlu tes tdk",SE Satgas-13-2021
2021-04-24 1:14:27,Persyaratan naik ka cuma genose doang kan min?,SE Satgas-13-2021
2021-04-24 1:19:06,KAI121: Untuk anak usia 5 thn harus genose/ antigen gak ya?,SE Satgas-13-2021
2021-04-24 1:30:48,Halo kai jadwal Pasca mudik 18-24 joglosemarkerto kpn ya? apkah hrus tes genose?,SE Satgas-13-2021
2021-04-24 1:38:43,Kalo cuma rapid ga boleh ya min?,SE Satgas-13-2021
2021-04-24 3:08:52,Kalau naik KA tawang alun apa harus tes juga???,SE Satgas-13-2021
2021-04-24 3:14:51,Min mohon pencerah?? Saya ingin tengok ibu yg lagi sakit Biasanya naik ekonomi kahuripan ke kiaracondong Saya bawa anak yg gak bisa ditinggalkan umur 6 th Bisakah cuma tes genose aja min? Jangan pakai rapid?,SE Satgas-13-2021
2021-04-24 4:40:55,apakah tes genose ini berlaku untuk kendaraan pribadi??,SE Satgas-13-2021
2021-04-24 6:58:23,Kalo kereta probowangi dari lumajang ke surabaya apa perlu tes juga min?,SE Satgas-13-2021
2021-04-24 9:48:13,selamat sore mau tanya kalau naik ka  kaligung apa pake cek Genose,SE Satgas-13-2021
2021-04-24 11:41:37,Maaf mau nanya.. kalau untuk stasiun kertapati Palembang… tes genose 19 nya jam berapa,SE Satgas-13-2021
2021-04-24 20:25:02,"Min, mau tanya kalo tes genose atau antigen tidak di stasiun keberangkatan tp di RS apakah bisa/ berlaku ? KAI121 ",SE Satgas-13-2021
2021-04-25 0:04:55,"Pagi min KAI121, berarti ini jadinya masa berlaku Genose tetap 1x24 jam ya min? Bukan harus tes tepat sebelum berangkat? Karena di addendum tsb, tulisannya yg 1x24 jam hanya antigen dan PCR, sedangkan genose tulisannya ""sebelum keberangkatan""",SE Satgas-13-2021
2021-04-25 9:27:10,"mau nanya, naik kereta api dari stasiun Banyuwangi kota hari Jumat 30 April 2021 test Genose nya Kamis 29 April 2021 apa bisa naik dari stasiun Banyuwangi kota, tapi tes Genose nya di stasiun Ketapang?",SE Satgas-13-2021
2021-04-26 5:14:36,Stasiun Blitar sudah melayani genose apa belum min ??,SE Satgas-13-2021
2021-04-26 5:40:15,"Min, utk anak usia dibawah 3 th apakah jg wajib test covid? ??",SE Satgas-13-2021
2021-04-29 12:05:17,"Min, apakah ada kuota genose setiap harinya? Atau setiap yg memiliki tiket dapat memesan genose pada hari itu on the spot?",SE Satgas-13-2021
2021-09-28 5:37:14,Min mau tanya Kereta lokal apakah syarat naiknya wajib pake sertifikat vaksin dan hasil lab covid ndak??,SE Satgas-13-2021
2021-03-24 4:33:53,KAI121 di stasiun Bekasi udah bisa tes genose kah?,SE Kemenhub-20-2021
2021-03-24 6:46:30,Baru saja genose ????,SE Kemenhub-20-2021
2021-03-24 6:49:14,KAI121 Min mau tanya apakah layanan Genose akan dibuka di Stasiun Jatibarang?,SE Kemenhub-20-2021
2021-03-24 8:02:54,"Min, klo udah tes genose kan keluar surat tuh,, berlaku nya brapa hari yah,",SE Kemenhub-20-2021
2021-03-24 13:40:23,Kalo gitu percuma dong di vaksin kalo masih tes ini tes itu....,SE Kemenhub-20-2021
2021-03-25 3:43:11,"Mimin, kereta bogor-sukabumi apa perlu surat rapid juga?",SE Kemenhub-20-2021
2021-03-25 4:27:09,Min tanya kalo pake kereta tawangalun dari Jember ke Malang apa harus rapid/ genose juga?,SE Kemenhub-20-2021
2021-03-25 5:17:26,Min mau tanya di stasiun cepu apakah sudah ada alat genose?,SE Kemenhub-20-2021
2021-03-25 14:40:27,"Min tes genose di Bekasi , bisa dari pukul berapa sampai pukul berapa ? Biayanya berapa ?",SE Kemenhub-20-2021
2021-03-09 8:08:19,Syarat untuk test genose apa saja min?,SE Kemenhub-20-2021
2021-03-09 8:17:43,Untuk surat keterangan GeNose C19 bisa dipakai untuk PP tidak… kurun waktunya 6 hari setelah keberangkatan,SE Kemenhub-20-2021
2021-03-09 8:49:22,"Min kalo cek genose dipurwokerto , sedangkan keberangkatan dari stasiun Sidareja bisa?",SE Kemenhub-20-2021
2021-03-09 9:17:22,"Kalo brngkt tgl 11 tp gk bs test H-1 min krn pulang kerjanya aja udh mlm jam 20.00 Denger"" pemeriksaan genose nya cuma smpe 19.30. Bisa kah kl misal sy datang pagi"" subuh min utk test genose?",SE Kemenhub-20-2021
2021-03-09 9:17:59,"Awal ada test rapit masa berlaku 14 hari , berkurang jadi tiga hari klo libur biasa ,dan hanya berlaku 24 jam klo libur keagaaman , beda nya apa coba",SE Kemenhub-20-2021
2021-03-09 9:25:27,Min kalo surat hasil tes masih berlaku apa masih bisa dipake untuk kepulangan meskipun kode booking dan stasiun tempat tesnya berbeda?,SE Kemenhub-20-2021
2021-03-09 9:28:20,Di stasiun krwang apa ada genose,SE Kemenhub-20-2021
2021-03-09 10:56:58,"Min,kalo kereta api Kutoarjo tujuan Pemalang menggunakan kereta api Joglosemarkerto harus melampirkan surat keterangan swab tidak ya?",SE Kemenhub-20-2021
2021-03-09 12:24:37,Kalau dari setasiun Gandrungmangun menuju semarang apakah harus rapid min ??,SE Kemenhub-20-2021
2021-03-09 13:36:59,"Maaf min tanya, kalau dri merak ke rangkas Bitung hrs pke rapid antigen kah? ",SE Kemenhub-20-2021
2021-03-09 23:29:29,Min tes genose dirsa ugm apa bisa dipake buat naik kereta,SE Kemenhub-20-2021
2021-03-10 4:20:27,"Min, kalau stasiun Purwosari apakah ada tes genose atau antigen.",SE Kemenhub-20-2021
2021-03-10 8:58:42,"min KAI121 tanya, tadi saya test genose siang untuk keberangkatan malam ini. di surat tertulis 3x24 jam. kalo misal besok malam suratnya saya pake lagi yg tes barusan apa masih berlaku?",SE Kemenhub-20-2021
2021-03-11 15:15:22,admin..   dr Stasiun rogojampi ke pasuruan pake KA probowangi juga pakek antigen??,SE Kemenhub-20-2021
2021-03-12 1:52:46,maaf min mau tanya untuk tes Genose sekarang kena biaya brp ?......,SE Kemenhub-20-2021
2021-03-13 5:27:24,"min mau tanya, kalau naik kereta pakai rapid test atau rapid antigen ? atau 22 nya boleh",SE Kemenhub-20-2021
2021-03-03 9:04:02,Anak di bawah 5 tahun boleh naik kereta jarak jauh ga min?,SE Kemenhub-20-2021
2021-03-03 9:08:49,Berati anak usia satu tahun gak perlu melampirkan rapid test dan lain sebagainya ya min ?,SE Kemenhub-20-2021
2021-03-03 9:09:57,Min untuk ka probowangi apakah harus test antigen atau genose??,SE Kemenhub-20-2021
